Sigmoid,4,0.1,53.42489046882838,500,435.28010259151665,356.9533070172146,18.893207959931384,0.23665021837781886,0.8907521959743383,0.8950197684145889
Sigmoid,4,0.2,53.49265266396105,500,432.89225471602896,328.8694231736769,18.13475732326399,0.20788611894351955,0.8993474452075113,0.9016765268965007
Sigmoid,4,0.3,53.87855752999894,500,434.5776738778417,337.80423884803446,18.379451538281398,0.22094960356876395,0.8966128886909903,0.8991985187961095
Sigmoid,4,0.4,53.745797377079725,500,439.3402359040332,345.66295171956546,18.592013116377835,0.24935716950612738,0.8942076802034792,0.8985236879790235
Sigmoid,4,0.5,54.64549850183539,500,445.56478932413887,351.8706126519601,18.758214537955368,0.2775780447519874,0.8923077865432496,0.8985377444336009
Sigmoid,4,0.6,54.55339547689073,500,451.38103222767427,357.20380994827605,18.899836241308442,0.3026742349496851,0.8906755279772013,0.8986214833363725
Sigmoid,4,0.7,54.21110017201863,500,456.1428926368501,362.1248039111787,19.02957708177401,0.32305575822088073,0.8891694268331525,0.8985474363714155
Sigmoid,4,0.8,54.22510497411713,500,459.9009090073493,366.66708797420205,19.14855315615783,0.339292478917759,0.8877792322351735,0.8983275684628392
Sigmoid,4,0.9,53.777135784039274,500,462.9130113346461,370.8660588306102,19.25788303086843,0.3527099714163609,0.8864941108027273,0.8980178803614811
Sigmoid,5,0.1,54.59616949199699,500,429.0801991363382,347.7653380022152,18.64846744379321,0.2312802086214704,0.8935642316625134,0.897554709817249
Sigmoid,5,0.2,54.40621899277903,500,415.98864664744264,335.52694228942835,18.317394527864174,0.1617279523997845,0.8973098696216949,0.8988091757675803
Sigmoid,5,0.3,54.710119056049734,500,420.98304731204047,340.92898768137275,18.46426244617891,0.1857026654188626,0.8956565396630838,0.8980956357806091
Sigmoid,5,0.4,54.18182123894803,500,427.96862625746115,344.9753287113108,18.573511480366623,0.2170333571103532,0.8944181315487184,0.8987059285244875
Sigmoid,5,0.5,54.176392011810094,500,435.1314496619542,349.48001658251906,18.694384627008162,0.24684497824058715,0.8930394435016378,0.8991423679889946
Sigmoid,5,0.6,55.26334210089408,500,441.57867423352155,354.4765991491612,18.82754894162172,0.2735346047694967,0.8915102079901365,0.8992692209258152
Sigmoid,5,0.7,54.96279787202366,500,447.02657981129454,359.6362270488122,18.964077279129935,0.296022038428853,0.8899310714292886,0.8991430474662063
Sigmoid,5,0.8,54.63719676504843,500,451.4672858415161,364.6572062061982,19.09599974356405,0.3143704258068865,0.8883943691877919,0.8988408620225934
Sigmoid,5,0.9,54.54529562499374,500,455.05695054509323,369.51170592396215,19.222687271137772,0.32936396001194135,0.8869086190255632,0.8983979264939055
Sigmoid,6,0.1,55.29983159992844,500,430.5413404190535,354.2078410879323,18.820410226345555,0.22549796156143814,0.8915924630846439,0.8951861021124169
Sigmoid,6,0.2,55.40290475799702,500,420.4169830894654,333.7288422122136,18.268246829190083,0.18038745132669368,0.8978601894562289,0.8995892663544969
Sigmoid,6,0.3,55.69059726991691,500,425.9395478600941,339.959845629668,18.43800004419319,0.20520104436922673,0.8959531516816763,0.8983358054197371
